Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7377328,GHED_GGHE-DGGE_SHA2011,COUNTRY,ETH,AFR,Africa,YEAR,2022,,,,,,,,,5.68,5.67693,,,,2024-12-10T14:55:59Z,2022,2022-01-01,2022-12-31
7378994,GHED_GGHE-DGGE_SHA2011,COUNTRY,TUV,WPR,Western Pacific,YEAR,2019,,,,,,,,,15.22,15.21772,,,,2024-12-10T14:55:59Z,2019,2019-01-01,2019-12-31
7379621,GHED_GGHE-DGGE_SHA2011,COUNTRY,SLB,WPR,Western Pacific,YEAR,2010,,,,,,,,,7.08,7.07892,,,,2024-12-10T14:55:59Z,2010,2010-01-01,2010-12-31
7386077,GHED_GGHE-DGGE_SHA2011,COUNTRY,PRY,AMR,Americas,YEAR,2008,,,,,,,,,12.99,12.99318,,,,2024-12-10T14:55:59Z,2008,2008-01-01,2008-12-31
7386266,GHED_GGHE-DGGE_SHA2011,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2000,,,,,,,,,6.66,6.66373,,,,2024-12-10T14:55:59Z,2000,2000-01-01,2000-12-31
7386816,GHED_GGHE-DGGE_SHA2011,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2012,,,,,,,,,2.32,2.31627,,,,2024-12-10T14:55:59Z,2012,2012-01-01,2012-12-31
7389415,GHED_GGHE-DGGE_SHA2011,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2018,,,,,,,,,6.17,6.17103,,,,2024-12-10T14:55:59Z,2018,2018-01-01,2018-12-31
7389432,GHED_GGHE-DGGE_SHA2011,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,3.65,3.65204,,,,2024-12-10T14:55:59Z,2020,2020-01-01,2020-12-31
7391983,GHED_GGHE-DGGE_SHA2011,COUNTRY,BHS,AMR,Americas,YEAR,2005,,,,,,,,,12.86,12.86341,,,,2024-12-10T14:55:59Z,2005,2005-01-01,2005-12-31
7392645,GHED_GGHE-DGGE_SHA2011,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,2005,,,,,,,,,5.78,5.78062,,,,2024-12-10T14:55:59Z,2005,2005-01-01,2005-12-31
7393792,GHED_GGHE-DGGE_SHA2011,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,8.38,8.37511,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
7396121,GHED_GGHE-DGGE_SHA2011,COUNTRY,ARM,EUR,Europe,YEAR,2017,,,,,,,,,5.27,5.27347,,,,2024-12-10T14:55:59Z,2017,2017-01-01,2017-12-31
7401114,GHED_GGHE-DGGE_SHA2011,COUNTRY,ESP,EUR,Europe,YEAR,2006,,,,,,,,,14.69,14.68614,,,,2024-12-10T14:55:59Z,2006,2006-01-01,2006-12-31
