Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4795405,GHED_OOPSCHE_SHA2011,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2006,,,,,,,,,15.39,15.39395,,,,2024-12-10T14:55:59Z,2006,2006-01-01,2006-12-31
4805428,GHED_OOPSCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2017,,,,,,,,,20.25,20.25311,,,,2024-12-10T14:55:59Z,2017,2017-01-01,2017-12-31
4806859,GHED_OOPSCHE_SHA2011,COUNTRY,BRN,WPR,Western Pacific,YEAR,2000,,,,,,,,,15.83,15.83131,,,,2024-12-10T14:55:59Z,2000,2000-01-01,2000-12-31
4810270,GHED_OOPSCHE_SHA2011,COUNTRY,TTO,AMR,Americas,YEAR,2004,,,,,,,,,52.94,52.94176,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4813404,GHED_OOPSCHE_SHA2011,COUNTRY,POL,EUR,Europe,YEAR,2011,,,,,,,,,23.95,23.95442,,,,2024-12-10T14:55:59Z,2011,2011-01-01,2011-12-31
4815738,GHED_OOPSCHE_SHA2011,COUNTRY,FSM,WPR,Western Pacific,YEAR,2003,,,,,,,,,4.89,4.89493,,,,2024-12-10T14:55:59Z,2003,2003-01-01,2003-12-31
4820500,GHED_OOPSCHE_SHA2011,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2000,,,,,,,,,40.04,40.04385,,,,2024-12-10T14:55:59Z,2000,2000-01-01,2000-12-31
4823317,GHED_OOPSCHE_SHA2011,COUNTRY,MOZ,AFR,Africa,YEAR,2007,,,,,,,,,12.02,12.0195,,,,2024-12-10T14:55:59Z,2007,2007-01-01,2007-12-31
4824278,GHED_OOPSCHE_SHA2011,COUNTRY,JAM,AMR,Americas,YEAR,2002,,,,,,,,,26.94,26.94149,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4827562,GHED_OOPSCHE_SHA2011,COUNTRY,GUY,AMR,Americas,YEAR,2014,,,,,,,,,35.95,35.95364,,,,2024-12-10T14:55:59Z,2014,2014-01-01,2014-12-31
4827911,GHED_OOPSCHE_SHA2011,COUNTRY,PER,AMR,Americas,YEAR,2021,,,,,,,,,25.08,25.07687,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
4828958,GHED_OOPSCHE_SHA2011,COUNTRY,URY,AMR,Americas,YEAR,2003,,,,,,,,,21.36,21.35852,,,,2024-12-10T14:55:59Z,2003,2003-01-01,2003-12-31
4829885,GHED_OOPSCHE_SHA2011,COUNTRY,CHL,AMR,Americas,YEAR,2004,,,,,,,,,41.84,41.84412,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4831969,GHED_OOPSCHE_SHA2011,COUNTRY,DNK,EUR,Europe,YEAR,2004,,,,,,,,,14.87,14.87114,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4834707,GHED_OOPSCHE_SHA2011,COUNTRY,KGZ,EUR,Europe,YEAR,2009,,,,,,,,,38.59,38.58998,,,,2024-12-10T14:55:59Z,2009,2009-01-01,2009-12-31
4835815,GHED_OOPSCHE_SHA2011,COUNTRY,LBR,AFR,Africa,YEAR,2014,,,,,,,,,48.94,48.94395,,,,2024-12-10T14:55:59Z,2014,2014-01-01,2014-12-31
4838483,GHED_OOPSCHE_SHA2011,COUNTRY,TKM,EUR,Europe,YEAR,2008,,,,,,,,,78.48,78.47993,,,,2024-12-10T14:55:59Z,2008,2008-01-01,2008-12-31
4842243,GHED_OOPSCHE_SHA2011,COUNTRY,VEN,AMR,Americas,YEAR,2018,,,,,,,,,36.9,36.90224,,,,2024-12-10T14:55:59Z,2018,2018-01-01,2018-12-31
4842823,GHED_OOPSCHE_SHA2011,COUNTRY,GUY,AMR,Americas,YEAR,2003,,,,,,,,,38.46,38.46101,,,,2024-12-10T14:55:59Z,2003,2003-01-01,2003-12-31
