Rank,Country,"Efficiency Score
 (Years)",,,,,
1,Algeria,11.31,,,,,
2,Cabo Verde,10.36,,,,,
3,Mauritania,6.33,,,,,
4,Ethiopia,6.32,,,,,
5,Madagascar,5.99,,,,,
6,Gabon,5.44,,,,,
7,Angola,3.84,,,,,
8,Mauritius,3.64,,,,,
9,São Tome and Principe,3.39,,,,,
10,Senegal,3.11,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
